Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"SSC by SSCF Same-Sex Couple Indicator"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

"SSCF Same-Sex Couple Indicator","Male same-sex couple","Female same-sex couple","Opposite-sex couple","Not applicable","Total",
"Seaford (SA)",0,3,971,896,1872,
"Seaford Heights",0,0,14,6,27,
"Seaford Meadows",10,5,782,722,1523,
"Seaford Rise",4,4,1372,1054,2436,
"Seal Bay",0,0,0,0,0,
"Seaton (SA)",0,9,2023,2609,4645,
"Seaview Downs",0,0,670,416,1084,
"Sebastopol (SA)",0,0,12,7,23,
"Second Valley",0,0,44,46,89,
"Sedan",0,0,34,60,91,
"Seddon (SA)",0,0,15,26,42,
"Sefton Park",0,0,280,233,516,
"Sellicks Beach",0,0,558,535,1102,
"Sellicks Hill",0,0,88,37,123,
"Semaphore",0,20,541,651,1214,
"Semaphore Park",0,7,839,1222,2073,
"Semaphore South",0,0,207,245,453,
"Senior",0,0,28,7,38,
"Seppeltsfield",0,0,34,9,49,
"Sevenhill",0,0,32,27,55,
"Shaugh",0,0,5,7,16,
"Shea-Oak Log",0,0,39,16,53,
"Sheaoak Flat",0,0,6,5,17,
"Sheidow Park",3,4,1668,772,2453,
"Sheringa",0,0,9,6,13,
"Sherlock (SA)",0,0,22,4,30,
"Sherwood (SA)",0,0,25,7,32,
"Short",0,0,5,0,6,
"Silverton (SA)",0,0,8,9,14,
"Skye (SA)",0,0,75,41,112,
"Sleaford",0,0,9,14,24,
"Smithfield (SA)",4,4,375,643,1029,
"Smithfield Plains",0,8,390,804,1200,
"Smoky Bay",0,0,63,359,420,
"Snowtown",0,0,97,119,217,
"Solomon",0,0,12,4,18,
"Solomontown",0,0,197,351,548,
"Somerton Park",3,3,1189,1272,2472,
"South Brighton",0,3,553,562,1122,
"South Hummocks",0,0,10,6,16,
"South Kilkerran",0,0,12,11,27,
"South Plympton",3,7,880,1076,1963,
"Southend",0,0,73,41,118,
"Spalding (SA)",0,0,71,58,131,
"Spectacle Lake",0,0,0,0,0,
"Spence (SA)",0,0,15,3,23,
"Spring Farm (SA)",0,0,31,13,38,
"Spring Gully (SA)",0,0,21,8,25,
"Springfield (SA)",0,0,134,80,212,
"Springton",0,0,156,135,295,
"Square Mile",0,0,11,0,11,
"St Agnes (SA)",6,3,961,752,1721,
"St Clair (SA)",5,4,373,388,770,
"St Georges",3,3,410,221,638,
"St Ives (SA)",0,0,8,8,12,
"St Johns",0,0,3,0,3,
"St Kilda (SA)",0,0,7,37,52,
"St Kitts",0,0,14,11,20,
"St Marys (SA)",0,0,557,684,1240,
"St Morris",0,0,322,339,663,
"St Peters (SA)",0,6,736,555,1295,
"Stanley (SA)",0,0,8,4,14,
"Stanley Flat",0,0,114,50,159,
"Stansbury",0,0,156,146,301,
"Steelton",0,0,7,7,11,
"Steinfeld",0,0,4,0,9,
"Stephenston",0,0,0,0,0,
"Stepney",0,6,175,240,422,
"Stewart Range",0,0,14,8,24,
"Stirling (SA)",3,9,743,454,1207,
"Stirling North",0,3,514,375,894,
"Stockport",0,0,52,65,116,
"Stockwell",0,0,116,49,162,
"Stockyard Creek (SA)",0,0,4,0,8,
"Stockyard Plain",0,0,3,0,3,
"Stokes Bay",0,0,17,7,23,
"Stone Hut",0,0,6,4,14,
"Stone Well",0,0,29,14,44,
"Stonyfell",4,0,313,128,448,
"Stow",0,0,4,0,0,
"Strathalbyn (SA)",0,3,1514,1214,2733,
"Streaky Bay",0,0,308,341,656,
"Struan",0,0,10,4,14,
"Stuart (SA)",0,0,8,5,10,
"Stuarts Creek",0,0,0,0,0,
"Stun'Sail Boom",0,0,0,0,0,
"Sturt (SA)",0,0,486,683,1175,
"Sultana Point",0,0,3,15,20,
"Summertown",0,0,170,90,257,
"Sunlands",0,0,93,71,167,
"Sunnybrae",0,0,9,0,12,
"Sunnydale",0,0,13,9,23,
"Sunnyside (SA)",0,0,24,13,39,
"Sunnyvale",0,0,17,0,18,
"Surrey Downs",3,0,778,567,1346,
"Sutherlands",0,0,7,9,18,
"Suttontown",0,0,165,35,200,
"Swan Reach (SA)",0,0,58,82,140,
"Swanport",0,0,40,14,56,
"Swede Flat",0,0,4,0,4,
"Tailem Bend",0,0,365,427,792,
"Taldra",0,0,8,7,8,
"Talia",0,0,0,0,3,
"Tantanoola",0,0,120,91,207,
"Tanunda",0,0,1082,925,2008,
"Taperoo",4,9,528,873,1412,
"Taplan",0,0,10,11,22,
"Taratap",0,0,5,11,21,
"Tarcoola",0,0,0,0,0,
"Tarcowie",0,0,10,13,25,
"Tarlee",0,0,71,47,115,
"Tarnma",0,0,4,4,16,
"Tarpeena",0,0,97,107,203,
"Tatachilla",0,0,59,27,82,
"Taunton (SA)",0,0,4,0,5,
"Taylorville",0,0,71,32,109,
"Tea Tree Gully",0,3,812,557,1369,
"Teal Flat",0,0,0,6,6,
"Telowie",0,0,24,17,42,
"Templers",0,0,29,16,39,
"Tennyson (SA)",0,0,301,223,527,
"Tepko",0,0,8,3,8,
"Teringie",0,0,213,111,324,
"Terowie",0,0,24,46,70,
"The Gap (SA)",0,0,9,0,7,
"The Pines (SA)",0,0,31,27,55,
"The Range (SA)",0,0,40,21,65,
"Thebarton",3,5,224,478,721,
"Thevenard",0,0,124,108,233,
"Thomas Plain",0,0,5,4,11,
"Thompson Beach",0,0,46,69,107,
"Thorngate",0,0,46,21,68,
"Thornlea",0,0,14,0,19,
"Thrington",0,0,4,3,8,
"Tiatukia",0,0,73,32,104,
"Tickera",0,0,59,23,83,
"Tiddy Widdy Beach",0,0,55,39,93,
"Tilley Swamp",0,0,10,3,11,
"Tintinara",0,0,124,92,216,
"Tolderol",0,0,8,6,10,
"Tooligie",0,0,5,4,12,
"Tooperang",0,0,59,40,102,
"Toora (SA)",0,0,8,9,16,
"Toorak Gardens",0,0,633,425,1065,
"Tootenilla",0,0,3,0,4,
"Torrens Island",0,0,0,0,0,
"Torrens Park",0,8,562,496,1061,
"Torrens Vale",0,0,14,9,20,
"Torrensville",7,17,781,926,1730,
"Tothill Belt",0,0,3,5,10,
"Tothill Creek",0,0,3,3,12,
"Totness",0,0,24,13,44,
"Towitta",0,0,6,5,12,
"Tranmere (SA)",4,5,856,730,1598,
"Trinity Gardens",0,0,267,243,513,
"Trott Park",3,0,746,452,1198,
"Truro",0,0,126,80,206,
"Tulka",0,0,32,28,60,
"Tumby Bay",0,0,388,443,834,
"Tungkillo",0,0,72,66,136,
"Tunkalilla",0,0,7,3,12,
"Tusmore",0,0,371,221,591,
"Two Wells",0,0,580,406,984,
"Tyringa",0,0,6,0,10,
"Ucolta",0,0,0,7,9,
"Uley",0,0,0,0,0,
"Uleybury",0,0,82,30,111,
"Ulooloo",0,0,0,0,0,
"Ulyerra",0,0,7,3,9,
"Undalya",0,0,5,5,9,
"Underdale",5,0,493,524,1024,
"Ungarra",0,0,40,20,54,
"Unley",7,0,857,981,1851,
"Unley Park",0,0,356,221,580,
"Uno",0,0,0,0,0,
"Upper Hermitage",0,0,76,34,110,
"Upper Sturt",0,4,247,124,381,
"Uraidla",0,0,141,81,223,
"Urania",0,0,12,6,23,
"Urrbrae",0,0,246,158,404,
"Uworra",0,0,4,0,4,
"Vale Park",0,3,535,419,962,
"Valley View",0,3,1411,1101,2511,
"Veitch",0,0,4,0,7,
"Venus Bay (SA)",0,0,22,37,55,
"Verdun",0,0,52,35,86,
"Verran",0,0,20,8,34,
"Victor Harbor",0,0,927,1198,2120,
"Vine Vale",0,0,22,11,36,
"Virginia (SA)",0,0,409,305,708,
"Vista",0,0,253,131,389,
"Vivonne Bay",0,0,19,21,35,
"Waddikee",0,0,8,5,8,
"Waikerie",0,0,619,636,1256,
"Waitpinga",0,0,80,46,132,
"Walker Flat",0,0,23,43,60,
"Walkerville (SA)",0,0,556,625,1191,
"Walkley Heights",0,4,829,508,1344,
"Wall Flat",0,0,17,8,26,
"Wallala",0,0,0,3,6,
"Wallaroo (SA)",0,0,801,894,1699,
"Wallaroo Mines",0,0,89,94,189,
"Wallaroo Plain",0,0,12,10,21,
"Wallerberdina",0,0,0,7,7,
"Walloway",0,0,5,0,5,
"Waltowa",0,0,12,5,15,
"Wami Kata",0,0,0,0,0,
"Wanbi",0,0,7,9,18,
"Wandana (SA)",0,0,6,4,10,
"Wandearah East",0,0,21,15,36,
"Wandearah West",0,0,6,3,4,
"Wandilo",0,0,43,23,69,
"Wangary",0,0,36,56,99,
"Wangolina",0,0,14,15,32,
"Wanilla",0,0,25,19,40,
"Wappilka",0,0,4,0,7,
"Warburto",0,0,18,11,26,
"Ward Belt",0,0,38,21,53,
"Ward Hill",0,0,17,10,26,
"Warnertown",0,0,50,28,81,
"Warnes",0,0,5,6,6,
"Warooka",0,0,83,68,148,
"Warradale",0,7,1166,1176,2354,
"Warramboo",0,0,22,25,51,
"Warraweena",0,0,7,6,10,
"Washpool (SA)",0,0,5,0,8,
"Wasleys",0,0,157,77,233,
"Watarru",0,0,0,0,0,
"Watchman",0,0,9,4,15,
"Waterfall Gully",0,0,39,13,51,
"Waterloo (SA)",0,0,23,14,35,
"Waterloo Corner",0,0,295,225,523,
"Watervale",0,0,89,39,127,
"Watraba",0,0,0,0,0,
"Wattle Flat (SA)",0,0,43,17,57,
"Wattle Park",0,0,455,264,719,
"Wattle Range",0,0,19,5,29,
"Wattle Range East",0,0,4,0,8,
"Wauraltee",0,0,17,3,19,
"Wayville",4,3,360,397,772,
"Webb Beach",0,0,8,20,25,
"Wedge Island (SA)",0,0,0,0,0,
"Weeroona Island",0,0,32,28,62,
"Weetulta",0,0,14,9,27,
"Welland",4,0,169,188,363,
"Wellington (SA)",0,0,52,45,100,
"Wellington East",0,0,40,41,83,
"Wepar",0,0,13,5,17,
"West Beach (SA)",3,5,1176,1005,2195,
"West Bundaleer",0,0,0,0,0,
"West Croydon",3,13,885,783,1686,
"West Hindmarsh",0,5,297,391,688,
"West Lakes",3,4,1514,1114,2642,
"West Lakes Shore",0,6,791,531,1320,
"West Range",0,0,5,8,10,
"West Richmond",0,0,192,243,440,
"Westall",0,0,5,0,4,
"Westbourne Park",0,0,572,362,934,
"Western Flat",0,0,28,12,42,
"Western River",0,0,0,8,9,
"Wharminda",0,0,4,3,12,
"White Hill",0,0,28,14,40,
"White Hut",0,0,3,0,7,
"White Sands",0,0,43,26,69,
"White Well Corner",0,0,0,0,5,
"Whites Flat",0,0,12,7,17,
"Whites River",0,0,4,0,7,
"Whites Valley",0,0,86,36,120,
"Whitwarta",0,0,9,9,19,
"Whyalla",5,4,801,797,1603,
"Whyalla Barson",0,0,0,0,0,
"Whyalla Jenkins",3,0,454,280,742,
"Whyalla Norrie",0,3,1201,1884,3084,
"Whyalla Playford",0,3,605,536,1149,
"Whyalla Stuart",3,4,1170,2016,3192,
"Whyte Yarcowie",0,0,12,7,23,
"Wigley Flat",0,0,9,7,13,
"Wilcherry",0,0,4,4,5,
"Wild Dog Valley (SA)",0,0,50,16,65,
"Wild Horse Plains",0,0,16,26,47,
"Wilgena",0,0,0,11,10,
"Willalo",0,0,18,0,17,
"Willalooka",0,0,40,17,60,
"Willamulka",0,0,18,3,20,
"Willaston",3,3,702,837,1544,
"William Creek",0,0,0,18,18,
"Williamstown (SA)",4,4,696,331,1026,
"Willippa",0,0,4,7,14,
"Willochra",0,0,4,0,3,
"Willoughby (SA)",0,0,0,5,5,
"Willow Creek",0,0,6,8,10,
"Willowie",0,0,10,0,16,
"Willson River",0,0,0,0,0,
"Willunga",0,6,565,367,940,
"Willunga Hill",0,0,46,13,57,
"Willunga South",0,0,107,55,163,
"Willyaroo",0,0,91,49,143,
"Wilmington",0,0,148,111,262,
"Windsor (SA)",0,0,30,40,71,
"Windsor Gardens",6,5,1153,1184,2352,
"Wingfield",0,0,71,144,210,
"Winkie",0,0,94,46,136,
"Winninowie",0,0,0,0,0,
"Winulta",0,0,7,8,16,
"Wirrabara",0,0,114,84,191,
"Wirraminna",0,0,0,0,0,
"Wirrega",0,0,10,3,14,
"Wirrina Cove",0,0,26,45,74,
"Wirrulla",0,0,24,17,42,
"Wisanger",0,0,31,14,49,
"Wistow",0,0,76,43,115,
"Witera",0,0,0,0,4,
"Wokurna",0,0,19,9,23,
"Wolseley",0,0,36,43,78,
"Wombats Rest",0,0,0,0,0,
"Wongulla",0,0,14,16,32,
"Wongyarra",0,0,17,3,20,
"Wonna",0,0,0,0,0,
"Wonuarra",0,0,13,9,23,
"Woodchester",0,0,63,35,101,
"Woodcroft (SA)",3,6,2645,1722,4375,
"Woodforde",0,0,133,77,210,
"Woodlane",0,0,20,11,31,
"Woodleigh (SA)",0,0,15,10,26,
"Woods Point (SA)",0,0,46,23,70,
"Woodside (SA)",0,0,566,417,982,
"Woodville (SA)",0,0,400,476,888,
"Woodville Gardens",0,3,395,634,1031,
"Woodville North",0,0,459,576,1043,
"Woodville Park",0,3,367,336,710,
"Woodville South",4,4,662,656,1322,
"Woodville West",0,4,643,677,1317,
"Wool Bay",0,0,37,39,74,
"Woolpunda",0,0,6,5,4,
"Woolshed Flat (SA)",0,0,5,3,8,
"Woolsheds",0,0,9,6,14,
"Woolumbool",0,0,19,8,22,
"Woolundunga",0,0,6,8,12,
"Woomera",0,0,27,96,121,
"Worlds End (SA)",0,0,0,5,12,
"Worrolong",0,0,231,98,326,
"Wrattonbully",0,0,12,0,18,
"Wudinna",0,0,150,150,297,
"Wunkar",0,0,17,6,25,
"Wye",0,0,26,12,40,
"Wynarka",0,0,14,19,33,
"Wynn Vale",3,3,1886,1302,3193,
"Wyomi",0,0,22,34,59,
"Yacka",0,0,33,26,59,
"Yahl",0,0,213,83,291,
"Yalanda",0,0,6,7,9,
"Yalata",0,0,38,44,84,
"Yallunda Flat",0,0,21,20,38,
"Yalpara",0,0,0,0,0,
"Yamba (SA)",0,0,0,5,8,
"Yanerbie",0,0,0,0,0,
"Yaninee",0,0,18,13,31,
"Yankalilla",0,5,193,211,406,
"Yantanabie",0,0,4,0,11,
"Yanyarrie",0,0,0,0,3,
"Yardea",0,0,0,3,3,
"Yarrah",0,0,0,4,7,
"Yatala Vale",0,0,74,22,94,
"Yatina",0,0,4,0,8,
"Yattalunga (SA)",0,0,84,33,114,
"Yeelanna",0,0,19,9,31,
"Yellabinna",0,0,0,0,0,
"Yelta (SA)",0,0,0,7,7,
"Yinkanie",0,0,8,0,5,
"Yongala",0,0,15,25,40,
"Yorke Valley",0,0,5,3,11,
"Yorketown",0,0,226,222,448,
"Younghusband",0,0,61,48,106,
"Younghusband Holdings",0,0,0,0,0,
"Yumali",0,0,15,11,24,
"Yumbarra",0,0,0,0,0,
"Yundi",0,0,44,19,60,
"Yunta",0,0,14,30,49,
"Zadows Landing",0,0,5,0,6,
"Migratory - Offshore - Shipping (SA)",0,0,0,5,5,
"Abba River",0,0,20,9,26,
"Abbey",0,0,322,169,485,
"Acton Park (WA)",0,0,21,19,43,
"Adamsvale",0,0,9,5,17,
"Ajana",0,0,7,65,73,
"Albany",0,0,302,348,654,
"Aldersyde",0,0,17,6,28,
"Alexander Heights",4,4,1789,1132,2927,
"Alexandra Bridge",0,0,7,0,5,
"Alfred Cove",0,5,616,401,1016,
"Alkimos",8,14,1487,918,2426,
"Allanooka",0,0,7,3,7,
"Allanson",0,0,157,89,245,
"Alma (WA)",0,0,30,17,47,
"Ambania",0,0,5,0,6,
"Ambergate",0,0,122,41,163,
"Amelup",0,0,13,12,25,
"Angelo River",0,0,3,0,3,
"Anketell",0,0,60,31,92,
"Anniebrook",0,0,18,9,24,
"Antonymyre",0,0,0,0,0,
"Applecross",6,0,1663,1167,2832,
"Ardath",0,0,13,11,25,
"Ardross",4,0,1025,699,1722,
"Argyle (WA)",0,0,142,59,206,
"Armadale (WA)",4,8,2289,3861,6160,
"Arrino",0,0,12,11,21,
"Arrowsmith",0,0,0,13,11,
"Arrowsmith East",0,0,13,0,19,
"Arthur River (WA)",0,0,29,16,46,
"Ascot (WA)",8,0,580,564,1155,
"Ashby (WA)",0,0,623,465,1096,
"Ashendon",0,0,0,3,0,
"Ashfield (WA)",0,7,264,326,591,
"Attadale",0,4,1479,951,2437,
"Atwell",4,9,2109,1032,3157,
"Aubin Grove",6,3,1515,631,2155,
"Augusta",0,0,328,366,695,
"Australind",7,12,3349,2182,5550,
"Aveley",16,17,2382,1302,3721,
"Avon Valley National Park",0,0,5,0,6,
"Baandee",0,0,3,0,4,
"Babakin",0,0,16,3,18,
"Babbage Island",0,0,6,6,4,
"Badgebup",0,0,12,6,16,
"Badgerin Rock",0,0,5,3,12,
"Badgin",0,0,0,0,4,
"Badgingarra",0,0,57,27,88,
"Badjaling",0,0,0,7,8,
"Bailup",0,0,10,16,24,
"Bakers Hill",0,0,287,193,480,
"Balbarrup",0,0,35,22,63,
"Balcatta",5,6,2164,2537,4709,
"Baldivis",20,36,7230,4220,11510,
"Balga",12,13,2244,3272,5548,
"Balingup",0,0,134,132,271,
"Balkuling",0,0,3,9,15,
"Balla Balla",0,0,0,10,10,
"Balladong",0,0,14,19,34,
"Balladonia",0,0,0,0,0,
"Ballajura",13,7,4111,2691,6823,
"Ballaying",0,0,4,0,13,
"Ballidu",0,0,10,28,40,
"Bally Bally",0,0,12,6,17,
"Bambun",0,0,13,11,23,
"Bandy Creek",0,0,77,46,127,
"Bandya",0,0,10,9,22,
"Banjup",0,4,529,240,771,
"Banksia Grove",8,13,1952,1480,3451,
"Banksiadale",0,0,0,0,0,
"Bannister (WA)",0,0,15,20,31,
"Barbalin",0,0,9,4,7,
"Barberton",0,0,3,0,9,
"Barrabup",0,0,4,8,9,
"Barragup",0,0,220,111,334,
"Barrow Island",0,0,0,0,6,
"Baskerville",0,0,80,31,111,
"Bassendean (WA)",21,19,2196,2281,4525,
"Bateman",0,4,881,516,1401,
"Baudin",0,0,0,0,0,
"Baynton (WA)",0,0,903,721,1618,
"Bayonet Head",0,3,671,480,1156,
"Bayswater (WA)",46,40,3140,3022,6254,
"Beachlands",0,5,233,456,699,
"Beacon",0,0,40,31,80,
"Beaconsfield (WA)",5,13,1068,1093,2176,
"Beadell",0,0,0,0,0,
"Beaufort River",0,0,19,13,28,
"Beaumont (WA)",0,0,9,7,14,
"Beckenham",6,9,1611,1454,3079,
"Bedford",11,7,1152,1091,2271,
"Bedfordale",0,0,742,245,991,
"Beechboro",4,5,1854,1684,3549,
"Beechina",0,0,32,27,60,
"Beedelup",0,0,6,13,20,
"Beela",0,0,11,7,15,
"Beelerup",0,0,36,14,46,
"Beeliar",8,4,1730,1023,2761,
"Beenong",0,0,6,0,9,
"Beermullah",0,0,26,26,48,
"Bejoording",0,0,52,25,73,
"Beldon",4,0,908,706,1615,
"Belhus",0,0,66,36,101,
"Bellevue (WA)",0,4,285,377,673,
"Belmont (WA)",9,0,1260,1765,3037,
"Bencubbin",0,0,53,59,111,
"Benger",0,0,44,41,90,
"Benjaberring",0,0,7,5,7,
"Benjinup",0,0,36,33,62,
"Bennett Springs",0,5,1133,610,1746,
"Bentley (WA)",4,9,1043,2604,3657,
"Beresford",0,0,321,336,654,
"Berkshire Valley",0,0,10,0,11,
"Bernier Island",0,0,0,0,0,
"Bertram",0,0,1334,857,2190,
"Beverley (WA)",0,3,251,297,551,
"Bibra Lake",0,6,1394,1027,2429,
"Bickley",0,0,180,67,251,
"Bicton",0,10,1502,1363,2873,
"Biddelia",0,0,0,3,5,
"Big Grove",0,0,48,58,102,
"Bilbarin",0,0,6,0,8,
"Bilingurr",0,0,277,281,562,
"Bimbijy",0,0,0,0,0,
"Bindi Bindi",0,0,14,11,28,
"Bindoon",0,0,285,207,489,
"Bindoon Training Area",0,0,0,0,0,
"Binduli",0,0,0,0,0,
"Binningup",0,0,294,225,520,
"Binnu",0,0,17,8,27,
"Birchmont",0,0,21,5,25,
"Bluff Point",0,0,270,325,596,
"Blythewood",0,0,15,12,27,
"Boallia",0,0,9,13,22,
"Bobalong",0,0,12,0,12,
"Bodallin",0,0,11,9,25,
"Boddington",0,0,260,230,493,
"Boilup",0,0,6,4,10,
"Bokal",0,0,11,5,12,
"Bolgart",0,0,41,27,73,
"Bonnie Rock",0,0,9,6,10,
"Bonniefield",0,0,48,30,79,
"Boodarie",0,0,38,29,64,
"Boodarockin",0,0,0,4,3,
"Bookara",0,0,37,15,51,
"Boonanarring",0,0,11,14,14,
"Boorabbin",0,0,0,10,10,
"Booragoon",3,3,1265,957,2229,
"Booralaming",0,0,4,6,10,
"Boorara",0,0,0,0,0,
"Boorara Brook",0,0,32,36,68,
"Bootenal",0,0,10,5,18,
"Boothendarra",0,0,8,4,18,
"Boranup",0,0,0,0,5,
"Borden",0,0,17,16,28,
"Borderdale",0,0,10,4,12,
"Bornholm",0,0,28,16,46,
"Boscabel",0,0,19,13,28,
"Boulder",4,0,904,1175,2085,
"Boundain",0,0,15,10,25,
"Bouvard",0,4,203,171,377,
"Bovell",0,0,124,28,160,
"Bow Bridge",0,0,19,21,38,
"Bowelling",0,0,23,18,40,
"Bowes",0,0,28,22,49,
"Bowgada",0,0,9,7,17,
"Boxwood Hill",0,0,17,13,30,
"Boya",0,0,173,92,264,
"Boyanup",0,0,296,194,493,
"Boyatup",0,0,3,3,9,
"Boyerine",0,0,8,7,12,
"Boyup Brook",0,0,199,203,403,
"Brabham",3,0,843,458,1305,
"Bramley",0,0,16,16,39,
"Brazier",0,0,11,8,20,
"Breera",0,0,8,5,14,
"Bremer Bay",0,0,80,112,193,
"Brentwood (WA)",0,0,401,483,887,
"Breton Bay",0,0,0,0,5,
"Bridgetown",3,6,648,673,1326,
"Brigadoon",0,0,219,86,297,
"Bringo",0,0,6,7,17,
"Broadwater (WA)",0,0,945,731,1677,
"Broadwood",0,0,193,45,238,
"Brockman",0,0,178,278,451,
"Broke (WA)",0,0,0,0,7,
"Brookdale (WA)",0,0,511,598,1112,
"Brookhampton",0,0,60,40,103,
"Brookton",0,0,158,174,329,
"Broome",4,8,559,1474,2041,
"Broomehill East",0,0,32,14,44,
"Broomehill Village",0,0,43,62,110,
"Broomehill West",0,0,39,18,52,
"Brown Hill (WA)",0,0,0,0,0,
"Brown Range",0,0,37,202,234,
"Bruce Rock",0,0,162,157,323,
"Brunswick (WA)",0,0,252,219,470,
"Buckingham (WA)",0,0,8,0,7,
"Buckland (WA)",0,0,8,15,24,
"Bulgarra",0,0,546,589,1139,
"Bull Creek (WA)",0,4,1842,1227,3076,
"Bullabulling",0,0,0,6,3,
"Bullaring",0,0,24,16,43,
"Buller",0,0,33,34,72,
"Bullfinch",0,0,8,10,20,
"Bullock Hills",0,0,3,0,3,
"Bullsbrook",0,3,1179,781,1968,
"Bulong",0,0,0,0,0,
"Bulyee",0,0,15,4,19,
"Bunbury (WA)",0,0,796,956,1757,
"Bundanoon (WA)",0,0,6,0,4,
"Buniche",0,0,10,0,15,
"Bunjil",0,0,12,10,26,
"Buntine",0,0,10,10,24,
"Burakin",0,0,9,3,17,
"Buraminya",0,0,0,0,0,
"Burekup",0,0,196,93,289,
"Burges",0,0,0,3,5,
"Burlong",0,0,8,21,33,
"Burma Road",0,0,0,4,4,
"Burns Beach",4,0,923,184,1108,
"Burnside (WA)",0,0,68,36,107,
"Burracoppin",0,0,23,16,46,
"Burran Rock",0,0,3,3,8,
"Burrup",0,0,0,6,6,
"Burswood",17,11,491,566,1083,
"Busselton",5,0,365,585,953,
"Butler (WA)",8,19,2620,2260,4898,
"Byford",10,26,3435,1916,5395,
"Cable Beach",4,7,1031,2094,3131,
"Cadoux",0,0,18,15,35,
"Caiguna",0,0,0,15,15,
"Calingiri",0,0,45,59,100,
"Calista",0,0,349,578,930,
"Caljie",0,0,11,3,16,
"Callcup",0,0,4,3,8,
"Camballin",0,0,106,124,233,
"Cambridge Gulf",0,0,3,3,4,
"Camillo",0,6,851,953,1811,
"Cancanning",0,0,4,6,14,
"Cane",0,0,0,0,0,
"Canna",0,0,13,14,22,
"Canning Mills",0,0,7,4,4,
"Canning Vale",7,16,7710,3592,11329,
"Cannington",4,7,1145,1417,2573,
"Cape Arid",0,0,0,14,16,
"Cape Burney",0,0,124,134,258,
"Cape Le Grand",0,0,0,38,39,
"Cape Range National Park",0,0,0,153,156,
"Capel",0,3,568,457,1024,
"Capel River",0,0,34,30,64,
"Capricorn",0,0,0,22,21,
"Caraban",0,0,4,3,11,
"Carabooda",0,0,102,52,151,
"Carani",0,0,6,4,12,
"Carbla",0,0,0,0,0,
"Carbunup River",0,0,26,24,53,
"Cardiff (WA)",0,0,28,22,53,
"Cardup",0,0,286,78,362,
"Carey Park",5,7,891,1507,2409,
"Carine",0,0,1731,669,2405,
"Carlisle",7,10,1209,1736,2964,
"Carlotta",0,0,22,22,43,
"Carmel",0,0,157,77,236,
"Carnamah",0,0,91,105,196,
"Carnarvon",0,0,30,153,184,
"Carrabin",0,0,0,0,0,
"Carramar (WA)",0,4,1773,656,2438,
"Carrolup",0,0,12,7,19,
"Cartmeticup",0,0,15,7,21,
"Cascade (WA)",0,0,26,15,38,
"Castletown",0,0,873,777,1647,
"Casuarina (WA)",0,0,188,101,292,
"Cataby",0,0,8,11,13,
"Catterick",0,0,51,27,79,
"Caversham",3,11,1284,735,2031,
"Centennial Park (WA)",0,0,105,285,392,
"Cervantes",0,0,124,140,262,
"Chadwick",0,0,40,40,82,
"Champion Lakes",0,0,269,205,472,
"Chandler (WA)",0,0,0,0,0,
"Changerup",0,0,11,10,18,
"Channybearup",0,0,36,35,75,
"Chapman Hill",0,0,25,21,50,
"Charley Creek",0,0,19,12,29,
"Cherry Tree Pool",0,0,12,15,27,
"Cheynes",0,0,3,0,4,
"Chichester (WA)",0,0,3,8,10,
"Chidlow",0,0,422,309,731,
"Chittering",0,0,250,115,362,
"Chowerup",0,0,7,5,19,
"Churchlands",0,0,822,510,1336,
"City Beach",9,6,1624,827,2460,
"Clackline",0,0,81,69,155,
"Claremont (WA)",8,4,1655,2040,3714,
"Clarkson",11,14,2670,2431,5124,
"Cleary",0,0,3,0,4,
"Cleaverville",0,0,4,54,56,
"Clifton (WA)",0,0,0,0,0,
"Cloverdale",8,11,1490,1983,3490,
"Coblinine",0,0,11,7,18,
"Coburn",0,0,0,0,0,
"Cockburn Central",7,0,244,394,648,
"Cocklebiddy",0,0,0,22,22,
"Codjatotine",0,0,11,7,21,
"Cold Harbour",0,0,26,9,29,
"Collanilling",0,0,8,0,9,
"College Grove",0,0,299,176,475,
"Collie (WA)",3,7,1583,1660,3252,
"Collie Burn",0,0,17,7,20,
"Collingwood Heights",0,0,152,105,260,
"Collingwood Park (WA)",0,0,53,42,96,
"Collins",0,0,11,10,16,
"Commodine",0,0,3,7,13,
"Como (WA)",18,24,2869,4018,6923,
"Condingup",0,0,58,63,122,
"Connolly",0,0,964,428,1397,
"Contine",0,0,5,0,8,
"Coodanup",5,7,763,985,1765,
"Coogee (WA)",0,0,1196,631,1831,
"Cookernup",0,0,126,83,206,
"Cooladar Hill",0,0,3,4,9,
"Coolbellup",6,15,956,1534,2503,
"Coolbinia",4,0,383,220,617,
"Coolcalalaya",0,0,3,0,0,
"Coolgardie (WA)",0,0,148,263,403,
"Cooljarloo",0,0,0,0,5,
"Cooloongup",6,8,1330,1485,2826,
"Coolup",0,0,92,61,158,
"Coomalbidgup",0,0,32,24,54,
"Coomberdale",0,0,19,13,29,
"Coonabidgee",0,0,28,33,59,
"Coondle",0,0,169,132,305,
"Coorow",0,0,42,51,92,
"Cooya Pooya",0,0,0,4,4,
"Copley (WA)",0,0,7,13,21,
"Coral Bay",0,0,10,352,357,
"Corinthia",0,0,0,6,6,
"Corrigin",0,0,174,202,374,
"Cosmo Newbery",0,0,6,22,27,
"Cossack (WA)",0,0,0,0,0,
"Cottesloe",6,3,1668,1392,3072,
