Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"OCCP - 1 Digit Level","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Yanyarrie",0,0,0,0,0,0,0,0,0,0,4,4,
"Yardea",0,0,0,0,0,0,0,0,0,0,0,0,
"Yarrah",0,0,5,0,0,0,0,3,0,0,3,19,
"Yatala Vale",15,22,26,18,14,14,6,5,0,0,133,256,
"Yatina",4,4,4,0,0,0,0,0,0,0,23,32,
"Yattalunga (SA)",23,36,34,17,23,17,9,8,0,0,145,314,
"Yeelanna",19,4,0,3,0,0,4,3,3,3,43,86,
"Yellabinna",0,0,0,0,0,0,0,0,0,0,0,0,
"Yelta (SA)",0,0,0,0,0,0,0,0,0,0,6,9,
"Yinkanie",0,0,0,0,0,0,0,0,0,0,20,27,
"Yongala",11,3,0,0,4,0,0,5,6,0,61,89,
"Yorke Valley",5,0,0,0,0,0,0,0,0,0,16,24,
"Yorketown",92,38,63,44,27,42,22,68,5,0,576,969,
"Younghusband",19,3,10,6,10,4,6,16,0,0,137,211,
"Younghusband Holdings",0,0,0,0,0,0,0,0,0,0,0,0,
"Yumali",14,0,0,0,3,0,0,6,0,0,30,63,
"Yumbarra",0,0,0,0,0,0,0,0,0,0,0,0,
"Yundi",18,8,18,7,15,5,4,4,0,0,78,163,
"Yunta",20,0,10,0,3,0,3,6,0,0,40,84,
"Zadows Landing",4,3,0,0,0,0,0,3,0,0,15,25,
"No usual address (SA)",52,103,109,53,54,51,84,211,7,6,2133,2862,
"Migratory - Offshore - Shipping (SA)",0,0,4,0,0,0,0,0,0,0,0,8,
"Abba River",5,6,5,0,0,5,4,9,0,0,29,63,
"Abbey",77,95,116,73,68,62,30,58,8,0,688,1274,
"Acton Park (WA)",15,3,4,4,5,3,6,5,0,0,51,100,
"Adamsvale",16,0,0,0,0,0,0,0,0,0,10,32,
"Ajana",15,0,0,0,0,0,0,3,0,0,33,58,
"Albany",101,205,73,64,72,54,31,68,0,3,648,1318,
"Aldersyde",18,0,0,0,0,0,0,7,0,0,12,46,
"Alexander Heights",322,476,696,431,590,418,323,498,44,36,4106,7925,
"Alexandra Bridge",0,0,0,0,3,0,0,0,0,0,8,8,
"Alfred Cove",204,386,131,120,189,108,29,62,14,8,1308,2553,
"Alkimos",297,515,672,466,481,307,200,296,18,17,3005,6271,
"Allanooka",9,0,0,0,0,0,0,0,0,0,6,18,
"Allanson",15,32,76,20,30,14,51,35,6,4,350,632,
"Alma (WA)",25,7,0,3,8,0,3,8,0,0,58,119,
"Ambania",0,0,0,0,0,0,0,0,0,0,8,11,
"Ambergate",40,16,53,19,28,21,25,32,3,3,235,465,
"Amelup",31,4,0,0,0,0,0,0,0,0,20,62,
"Angelo River",3,0,0,0,0,0,0,7,0,0,0,4,
"Anketell",20,11,32,14,13,8,8,18,0,3,119,243,
"Anniebrook",6,7,0,6,5,0,0,0,0,0,23,57,
"Antonymyre",0,0,0,0,0,0,0,0,0,0,0,0,
"Applecross",647,1152,252,236,425,294,54,117,48,11,3656,6886,
"Ardath",14,0,0,3,0,0,0,9,0,0,27,55,
"Ardross",314,696,171,190,283,198,52,108,17,8,2197,4232,
"Argyle (WA)",26,57,49,24,30,21,25,25,0,3,287,546,
"Armadale (WA)",273,448,815,639,609,491,706,694,43,27,8869,13621,
"Arrino",11,0,0,0,0,0,3,6,0,0,20,50,
"Arrowsmith",9,3,0,0,0,0,0,0,0,0,3,12,
"Arrowsmith East",20,0,0,0,0,0,0,3,0,0,16,44,
"Arthur River (WA)",25,3,4,0,3,0,3,3,0,3,60,108,
"Ascot (WA)",217,297,209,122,217,115,80,100,18,7,1194,2575,
"Ashby (WA)",113,224,213,134,195,98,93,108,14,7,1467,2664,
"Ashendon",0,0,0,0,0,0,0,0,0,0,14,18,
"Ashfield (WA)",56,133,97,54,77,36,41,58,7,6,742,1318,
"Attadale",587,898,270,266,438,284,65,155,37,17,3318,6335,
"Atwell",561,1032,729,483,748,449,283,363,53,25,4330,9060,
"Aubin Grove",382,783,516,299,486,236,170,233,24,14,3183,6325,
"Augusta",70,50,90,68,52,60,27,81,3,0,889,1383,
"Australind",534,868,1269,683,752,715,685,769,63,41,8163,14532,
"Aveley",578,745,867,691,860,523,477,421,55,18,4937,10175,
"Avon Valley National Park",4,0,0,0,0,0,0,5,0,0,5,6,
"Baandee",6,0,0,0,0,0,0,0,0,0,4,17,
"Babakin",16,0,5,0,0,0,5,3,0,0,25,57,
"Babbage Island",4,0,6,0,0,0,4,3,0,0,5,19,
"Badgebup",14,0,0,6,0,0,0,3,0,0,16,39,
"Badgerin Rock",11,4,0,0,0,0,0,0,0,0,7,19,
"Badgin",3,0,0,0,0,0,0,0,0,0,9,13,
"Badgingarra",60,10,14,3,11,3,9,29,3,0,59,192,
"Badjaling",3,0,0,0,0,0,0,0,0,0,7,10,
"Bailup",6,0,5,0,3,0,0,0,0,0,23,45,
"Bakers Hill",48,56,89,72,70,33,69,61,6,6,616,1123,
"Balbarrup",23,10,16,9,6,7,7,12,3,0,72,170,
"Balcatta",471,974,807,468,699,492,300,505,52,33,5592,10379,
"Baldivis",1386,2145,2995,1838,2014,1365,1380,1345,163,74,16948,31651,
"Balga",376,614,890,802,564,456,576,857,70,56,7434,12685,
"Balingup",55,33,35,26,22,17,18,37,0,0,306,543,
"Balkuling",0,0,0,0,0,0,0,5,0,0,24,32,
"Balla Balla",0,0,0,0,0,0,0,0,0,0,0,0,
"Balladong",8,3,7,0,3,7,0,5,0,0,41,71,
"Balladonia",0,0,0,0,0,0,0,0,0,0,8,8,
"Ballajura",825,1177,1615,1053,1362,1066,772,1059,94,64,9626,18705,
"Ballaying",7,0,0,0,0,0,3,0,0,0,16,30,
"Ballidu",9,0,7,0,3,3,3,4,0,0,34,62,
"Bally Bally",4,5,3,0,3,3,3,4,0,0,30,47,
"Bambun",6,0,4,0,5,0,0,4,0,0,31,52,
"Bandy Creek",22,29,38,11,30,16,6,10,0,0,142,305,
"Bandya",8,13,33,0,3,0,60,11,0,0,81,213,
"Banjup",147,225,197,110,179,97,65,87,15,4,961,2082,
"Banksia Grove",334,627,949,583,677,419,355,528,48,34,4800,9353,
"Banksiadale",0,0,0,0,0,0,0,0,0,0,0,0,
"Bannister (WA)",12,17,28,7,3,0,18,9,0,3,39,139,
"Barbalin",3,0,0,0,0,0,0,4,0,0,9,17,
"Barberton",6,0,0,0,0,0,0,0,0,0,11,18,
"Barrabup",3,0,0,0,0,3,0,3,0,0,19,30,
"Barragup",33,43,83,39,58,38,54,56,12,0,505,925,
"Barrow Island",66,133,667,27,53,3,182,391,25,0,419,1966,
"Baskerville",36,30,10,19,25,9,10,12,0,0,141,287,
"Bassendean (WA)",576,1305,757,568,785,372,276,379,49,26,5219,10317,
"Bateman",234,629,198,166,232,157,65,112,7,9,1915,3717,
"Baudin",0,0,0,0,0,0,0,0,0,0,0,0,
"Baynton (WA)",276,340,416,201,274,113,185,166,46,3,2287,4302,
"Bayonet Head",124,184,199,178,175,146,113,153,15,15,1663,2956,
"Bayswater (WA)",960,2113,1018,769,1017,564,336,517,98,34,7016,14435,
"Beachlands",64,126,85,76,64,66,48,86,3,3,809,1422,
"Beacon",42,8,6,0,3,0,9,15,0,0,70,161,
"Beaconsfield (WA)",322,731,298,216,236,182,76,156,22,21,2719,4986,
"Beadell",0,0,0,0,0,0,0,0,0,0,0,0,
"Beaufort River",19,3,0,0,0,0,3,4,0,0,35,67,
"Beaumont (WA)",20,0,0,0,0,0,3,0,0,0,22,50,
"Beckenham",225,529,636,399,460,299,372,454,35,23,4087,7521,
"Bedford",356,783,347,281,380,239,105,184,28,15,2726,5438,
"Bedfordale",181,222,319,119,226,124,89,92,18,7,1465,2853,
"Beechboro",273,414,781,491,564,426,401,576,55,20,5066,9062,
"Beechina",11,14,20,3,5,6,10,8,0,0,81,152,
"Beedelup",6,0,0,0,6,3,0,8,0,0,20,40,
"Beela",0,5,4,0,3,0,0,0,0,3,16,31,
"Beelerup",22,10,5,3,10,3,3,7,0,0,62,121,
"Beeliar",421,727,704,391,609,355,275,328,42,33,3573,7454,
"Beenong",12,0,0,0,4,0,0,0,0,0,8,25,
"Beermullah",26,4,3,0,4,0,4,26,0,0,43,110,
"Bejoording",11,8,10,12,13,0,11,7,0,0,98,172,
"Beldon",172,362,418,210,311,208,117,201,18,11,1918,3946,
"Belhus",26,22,18,11,20,6,8,7,0,0,159,275,
"Bellevue (WA)",45,83,148,88,97,67,90,84,10,3,814,1526,
"Belmont (WA)",286,581,607,358,410,283,310,366,25,23,3531,6783,
"Bencubbin",43,9,18,5,7,0,13,15,0,0,124,239,
"Benger",28,16,15,11,11,7,5,20,0,0,105,215,
"Benjaberring",6,0,0,0,0,0,0,0,0,0,6,16,
"Benjinup",23,9,5,5,4,4,10,9,0,0,68,143,
"Bennett Springs",216,329,414,291,318,298,237,309,25,29,2831,5303,
"Bentley (WA)",191,605,422,433,315,340,226,535,30,23,5669,8784,
"Beresford",83,147,124,83,75,72,45,72,6,8,769,1480,
"Berkshire Valley",8,0,0,0,3,0,0,4,0,0,4,26,
"Bernier Island",0,0,0,0,0,0,0,0,0,0,0,0,
"Bertram",232,398,494,341,409,293,321,331,33,20,3339,6212,
"Beverley (WA)",73,34,72,45,41,27,59,38,0,0,770,1160,
"Bibra Lake",326,678,492,288,457,247,164,259,31,13,2917,5875,
"Bickley",53,84,41,36,46,14,14,21,3,0,358,677,
"Bicton",520,992,326,300,411,306,74,139,48,18,3445,6573,
"Biddelia",0,0,0,0,0,0,0,0,0,0,3,8,
"Big Grove",7,13,11,10,9,3,11,8,6,0,118,199,
"Bilbarin",10,0,0,0,0,0,0,0,0,0,4,21,
"Bilingurr",63,146,132,125,128,44,28,57,7,0,622,1349,
"Bimbijy",0,0,0,0,0,0,0,0,0,0,0,0,
"Bindi Bindi",22,4,3,0,3,0,0,6,0,0,37,76,
"Bindoon",81,41,81,39,43,40,64,73,7,8,712,1182,
"Bindoon Training Area",0,0,0,0,0,0,0,0,0,0,0,0,
"Binduli",0,0,0,0,0,0,0,0,0,0,0,5,
"Binningup",54,68,131,34,76,50,54,79,5,0,710,1259,
"Binnu",29,0,0,3,0,0,0,3,0,0,36,73,
"Birchmont",0,0,9,0,3,4,5,4,0,0,44,73,
"Bluff Point",69,129,80,74,69,46,21,41,4,5,819,1348,
"Blythewood",9,5,7,3,6,0,3,3,0,0,25,61,
"Boallia",6,7,4,0,4,0,0,3,0,0,22,44,
"Bobalong",10,0,0,0,0,0,0,3,0,0,13,31,
"Bodallin",17,0,3,0,0,0,4,6,0,0,23,58,
"Boddington",51,62,95,43,57,19,142,52,9,7,670,1197,
"Boilup",5,0,0,0,0,0,0,0,0,0,9,26,
"Bokal",15,0,3,3,0,0,5,0,0,0,12,35,
"Bolgart",32,0,7,4,5,7,13,11,0,0,75,153,
"Bonnie Rock",13,0,0,0,0,0,0,0,0,0,26,41,
"Bonniefield",14,7,24,8,14,11,11,6,3,0,96,192,
"Boodarie",9,9,26,9,9,5,4,5,0,0,100,177,
"Boodarockin",0,0,0,0,0,0,0,0,0,0,0,3,
"Bookara",12,10,6,5,7,6,7,4,0,0,66,116,
"Boonanarring",11,0,8,0,0,0,0,5,0,0,19,39,
"Boorabbin",0,0,0,0,0,0,0,0,0,0,3,3,
"Booragoon",372,784,273,235,351,223,72,140,12,16,3053,5530,
"Booralaming",4,0,0,0,0,0,0,0,0,0,4,11,
"Boorara",0,0,0,0,0,0,0,0,0,0,0,0,
"Boorara Brook",24,3,0,5,0,0,0,11,0,0,78,122,
"Bootenal",0,0,4,0,0,0,3,0,0,0,24,39,
"Boothendarra",14,4,0,0,0,0,0,0,0,0,5,28,
"Boranup",0,0,0,0,0,0,0,0,0,0,0,3,
"Borden",10,3,8,0,3,0,0,0,0,0,30,63,
"Borderdale",10,0,0,0,0,6,0,0,0,0,22,40,
"Bornholm",4,16,10,0,0,3,0,9,0,0,59,105,
"Boscabel",17,5,3,0,0,0,0,8,0,0,27,60,
"Boulder",143,165,489,221,216,208,487,243,40,27,2584,4825,
"Boundain",13,0,4,7,0,4,0,0,0,0,25,51,
"Bouvard",34,40,68,23,39,27,26,35,0,0,522,828,
"Bovell",40,44,43,9,25,27,15,13,0,0,249,470,
"Bow Bridge",15,3,6,3,0,4,0,5,0,0,42,75,
"Bowelling",18,3,0,0,3,3,0,3,0,0,41,80,
"Bowes",20,3,8,6,9,6,5,5,0,0,54,113,
"Bowgada",17,3,0,0,0,0,0,0,0,0,16,40,
"Boxwood Hill",22,0,3,4,6,0,5,9,0,0,42,84,
"Boya",40,101,52,28,57,32,12,28,7,0,294,647,
"Boyanup",68,82,120,57,83,42,62,83,3,4,600,1217,
"Boyatup",12,0,0,0,0,0,0,0,0,0,15,28,
"Boyerine",8,4,0,0,0,0,0,0,0,0,16,33,
"Boyup Brook",78,29,39,30,38,27,35,56,3,3,573,910,
"Brabham",165,303,331,252,278,161,213,162,13,9,1404,3308,
"Bramley",14,0,4,3,4,4,0,11,0,0,47,82,
"Brazier",5,4,6,0,3,0,0,0,0,0,33,46,
"Breera",4,0,5,0,3,0,0,0,0,0,26,38,
"Bremer Bay",68,18,30,11,12,6,11,27,0,0,190,373,
"Brentwood (WA)",109,325,102,95,113,72,24,55,11,5,1155,2062,
"Breton Bay",0,0,0,0,0,0,0,0,0,0,0,0,
"Bridgetown",124,182,205,138,112,102,114,130,10,7,1693,2810,
"Brigadoon",70,81,70,43,64,37,20,26,3,0,411,827,
"Bringo",5,4,0,0,4,0,5,0,0,0,19,38,
"Broadwater (WA)",191,236,295,187,188,163,120,214,21,10,2620,4253,
"Broadwood",68,60,76,39,72,36,50,12,4,0,324,750,
"Brockman",41,88,45,52,64,28,22,45,0,7,645,1028,
"Broke (WA)",0,0,5,0,0,0,0,0,0,0,6,16,
"Brookdale (WA)",68,98,199,123,136,122,161,186,17,6,1827,2942,
"Brookhampton",28,16,15,12,11,7,14,14,5,0,124,245,
"Brookton",79,21,21,27,21,18,24,44,3,7,479,750,
"Broome",207,316,258,224,203,120,97,196,29,15,2385,4039,
"Broomehill East",41,9,3,4,11,0,0,9,0,5,49,121,
"Broomehill Village",14,6,27,10,11,9,9,7,0,5,164,251,
"Broomehill West",32,4,8,6,12,3,4,8,0,0,62,150,
"Brown Hill (WA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Brown Range",18,13,8,7,6,9,4,13,0,0,78,145,
"Bruce Rock",87,35,40,31,26,12,28,31,0,0,404,705,
"Brunswick (WA)",63,34,85,51,58,39,70,72,4,4,638,1117,
"Buckingham (WA)",5,0,3,3,0,0,0,0,0,0,14,23,
"Buckland (WA)",8,0,0,0,0,0,0,0,0,0,28,42,
"Bulgarra",136,132,352,111,168,134,211,176,33,13,1194,2654,
"Bull Creek (WA)",437,1157,359,295,464,264,129,221,31,10,4377,7743,
"Bullabulling",0,0,0,0,0,0,0,4,0,0,3,9,
"Bullaring",31,0,7,0,10,0,4,4,0,0,41,96,
"Buller",6,9,11,5,7,4,4,8,0,0,69,120,
"Bullfinch",6,0,0,0,0,0,3,0,0,0,22,35,
"Bullock Hills",4,0,0,0,0,0,0,0,0,0,0,5,
"Bullsbrook",243,321,505,224,366,200,270,295,33,18,2708,5181,
"Bulong",0,0,0,0,0,0,0,0,0,0,0,0,
"Bulyee",11,4,0,0,0,0,7,0,0,0,20,46,
"Bunbury (WA)",256,516,232,162,206,151,90,183,21,8,1922,3733,
"Bundanoon (WA)",3,0,0,0,0,0,0,0,0,0,3,11,
"Buniche",13,0,0,0,0,0,0,5,0,0,5,23,
"Bunjil",21,5,3,0,4,0,0,0,0,0,28,63,
"Buntine",9,0,0,0,0,0,3,6,0,0,38,64,
"Burakin",12,0,0,0,0,0,0,0,0,0,15,26,
"Buraminya",0,0,0,0,0,0,0,0,0,0,0,0,
"Burekup",61,52,72,25,44,17,37,43,0,0,442,800,
"Burges",0,3,0,0,0,0,0,0,0,0,4,10,
"Burlong",4,0,0,0,3,4,8,0,0,0,471,487,
"Burma Road",5,0,0,0,0,0,0,0,0,0,0,3,
"Burns Beach",304,446,326,184,281,174,51,107,27,3,1471,3377,
"Burnside (WA)",25,34,25,10,11,4,0,14,4,0,140,273,
"Burracoppin",23,3,4,0,7,0,4,0,0,0,61,103,
"Burran Rock",5,0,0,0,0,0,5,0,0,0,7,17,
"Burrup",0,0,0,0,0,0,0,0,0,0,3,3,
"Burswood",231,356,158,127,157,115,44,109,15,4,1019,2335,
"Busselton",72,106,119,85,57,90,52,124,3,4,1170,1875,
"Butler (WA)",495,825,1199,782,782,668,451,634,51,27,7378,13275,
"Byford",589,847,1544,835,1038,710,918,673,75,43,7641,14906,
"Cable Beach",399,577,372,358,360,239,121,209,25,26,2754,5438,
"Cadoux",21,3,0,0,0,3,3,3,0,0,29,68,
"Caiguna",0,0,0,0,0,5,0,0,0,0,4,8,
"Calingiri",25,8,16,5,16,4,10,15,0,0,108,205,
"Calista",36,62,114,64,71,67,87,80,4,5,1390,1995,
"Caljie",0,0,0,0,0,5,0,0,0,0,25,41,
"Callcup",3,0,0,0,0,0,0,6,0,0,6,17,
"Camballin",12,24,14,18,8,11,6,39,0,7,593,723,
"Cambridge Gulf",4,5,0,0,4,0,0,0,0,0,33,45,
"Camillo",104,143,322,238,254,170,283,278,12,14,2581,4408,
"Cancanning",6,0,4,3,0,0,0,3,0,0,20,31,
"Cane",0,0,3,0,0,0,0,0,0,0,3,8,
"Canna",18,3,0,0,0,0,0,0,0,0,33,64,
"Canning Mills",0,0,0,0,0,0,0,0,0,0,16,19,
"Canning Vale",1872,3652,2326,1669,2401,1706,980,1377,148,100,16830,33060,
"Cannington",204,493,409,399,313,237,249,407,38,28,3157,5927,
"Cape Arid",0,0,0,0,0,0,0,0,0,0,4,3,
"Cape Burney",20,37,34,29,34,12,32,25,5,0,279,497,
"Cape Le Grand",0,4,0,0,0,0,0,0,0,0,12,19,
"Cape Range National Park",0,0,0,5,0,0,0,0,0,0,17,19,
"Capel",90,134,222,105,91,85,129,171,7,11,1459,2511,
"Capel River",20,14,5,9,8,5,3,14,0,0,70,145,
"Capricorn",0,0,0,0,0,5,0,8,0,0,43,56,
"Caraban",0,0,0,0,0,0,0,0,0,0,15,23,
"Carabooda",54,29,33,11,27,12,16,24,0,5,229,441,
"Carani",8,0,0,0,0,0,0,5,0,0,14,21,
"Carbla",0,0,0,0,0,0,0,0,0,0,0,0,
"Carbunup River",13,5,9,3,5,4,0,9,0,0,57,117,
"Cardiff (WA)",7,5,11,4,0,0,16,10,0,0,62,105,
"Cardup",54,76,136,54,89,32,51,55,8,7,551,1112,
"Carey Park",129,207,396,258,181,212,243,412,17,26,3083,5172,
"Carine",494,1052,377,291,477,288,83,152,27,15,3219,6480,
"Carlisle",295,853,496,358,429,239,171,275,26,29,3299,6477,
"Carlotta",13,5,4,0,0,3,3,5,0,0,61,98,
"Carmel",68,76,58,27,35,24,11,24,0,0,448,774,
"Carnamah",48,18,35,9,24,10,25,24,0,0,205,403,
"Carnarvon",13,16,14,8,5,10,0,21,0,3,115,208,
"Carrabin",0,0,0,0,0,0,0,0,0,0,0,3,
"Carramar (WA)",415,645,698,448,599,427,215,282,36,25,3375,7169,
"Carrolup",19,0,0,0,3,0,0,0,0,0,17,51,
"Cartmeticup",23,0,0,0,0,0,0,7,0,0,28,54,
"Cascade (WA)",39,5,3,0,5,0,7,8,0,0,44,117,
"Castletown",200,241,314,175,262,180,220,245,19,8,2144,4002,
"Casuarina (WA)",47,56,94,38,54,34,47,41,5,7,1335,1742,
"Cataby",13,3,6,0,4,0,3,0,0,0,19,49,
"Catterick",36,9,13,4,7,3,16,14,0,3,74,175,
"Caversham",287,502,500,333,440,230,228,255,21,13,2483,5293,
"Centennial Park (WA)",30,40,46,35,22,23,9,40,3,3,397,642,
"Cervantes",32,20,23,18,33,4,15,62,7,6,314,528,
"Chadwick",9,5,10,7,7,6,7,16,0,0,103,179,
"Champion Lakes",65,97,98,53,96,44,44,40,4,7,573,1126,
"Chandler (WA)",4,0,0,0,3,0,0,0,0,0,6,16,
"Changerup",16,0,0,0,0,0,0,0,0,0,28,53,
"Channybearup",39,8,0,3,10,7,5,13,0,0,59,145,
"Chapman Hill",18,5,3,0,7,3,7,0,0,4,65,118,
"Charley Creek",9,7,5,3,0,0,0,6,0,0,35,67,
"Cherry Tree Pool",20,4,0,3,0,0,0,3,0,0,21,55,
"Cheynes",4,0,0,0,0,0,0,0,0,0,9,17,
"Chichester (WA)",5,0,0,0,0,0,0,5,0,0,14,20,
"Chidlow",88,146,170,114,98,76,90,90,11,4,935,1830,
"Chittering",72,50,96,30,69,30,41,56,4,0,482,922,
"Chowerup",17,0,0,0,0,0,0,0,0,0,15,32,
"Churchlands",304,647,96,150,205,142,36,69,16,5,1718,3381,
"City Beach",583,1188,162,224,332,253,31,86,37,20,3687,6611,
"Clackline",12,12,33,13,12,5,21,19,0,0,184,317,
"Claremont (WA)",637,1517,213,305,356,297,51,119,37,13,4591,8149,
"Clarkson",537,954,1250,812,848,708,472,721,69,44,6546,12966,
"Cleary",3,0,0,0,0,0,0,0,4,0,0,12,
"Cleaverville",0,0,0,0,0,0,0,0,0,0,9,9,
"Clifton (WA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Cloverdale",279,555,653,398,464,295,353,452,41,26,4557,8069,
"Coblinine",10,0,0,0,3,0,0,0,0,0,17,42,
"Coburn",0,0,0,0,0,0,0,0,0,0,0,0,
"Cockburn Central",76,170,136,57,118,82,49,65,8,0,499,1258,
"Cocklebiddy",0,0,0,0,0,0,0,0,0,0,18,21,
"Codjatotine",11,0,3,0,0,0,0,0,0,0,15,47,
"Cold Harbour",11,3,7,4,4,0,3,0,0,0,36,75,
"Collanilling",8,0,0,0,0,3,0,0,0,0,13,23,
"College Grove",56,108,105,64,68,51,58,82,6,5,978,1579,
"Collie (WA)",177,224,625,293,273,229,464,410,30,23,4834,7583,
"Collie Burn",0,0,7,7,0,0,3,6,0,0,26,56,
"Collingwood Heights",34,39,55,37,34,41,29,34,0,0,366,675,
"Collingwood Park (WA)",10,16,30,9,12,10,10,20,0,0,106,222,
"Collins",5,0,0,0,0,0,0,5,0,0,20,34,
"Commodine",11,0,0,0,0,0,0,0,0,0,14,33,
"Como (WA)",996,2597,791,732,995,579,225,372,69,33,6760,14143,
"Condingup",45,8,11,6,5,0,9,21,0,0,169,275,
"Connolly",275,443,300,240,312,205,94,109,21,0,1644,3642,
"Contine",0,0,4,0,0,0,0,3,0,0,9,24,
"Coodanup",83,100,224,151,116,114,149,162,15,10,2789,3930,
"Coogee (WA)",303,449,397,209,339,244,104,182,33,19,2326,4598,
"Cookernup",37,18,38,22,17,11,33,30,0,0,297,507,
"Cooladar Hill",5,0,0,0,0,0,0,0,0,0,3,8,
"Coolbellup",168,514,419,290,278,175,196,271,20,5,2988,5324,
"Coolbinia",156,287,69,82,112,82,19,53,5,0,796,1657,
"Coolcalalaya",3,0,0,0,0,0,0,0,0,0,5,13,
"Coolgardie (WA)",25,22,59,38,32,22,77,41,3,0,557,877,
"Cooljarloo",5,0,0,0,0,0,0,0,0,0,0,3,
"Cooloongup",161,247,501,372,292,273,314,377,36,14,4143,6739,
"Coolup",31,12,42,17,17,15,31,27,4,0,195,391,
"Coomalbidgup",41,6,0,0,0,0,3,11,0,0,70,139,
"Coomberdale",19,9,0,3,0,0,0,5,0,0,23,65,
"Coonabidgee",14,0,15,0,7,3,13,9,0,0,73,129,
"Coondle",23,41,43,22,30,27,38,27,0,3,440,699,
"Coorow",27,10,15,7,9,8,19,10,3,0,78,166,
"Cooya Pooya",0,0,0,0,0,0,0,0,0,0,0,6,
"Copley (WA)",13,5,6,5,0,4,0,3,0,0,37,65,
"Coral Bay",29,17,20,28,18,8,0,35,0,0,60,214,
"Corinthia",0,0,0,0,0,0,0,0,0,0,0,5,
"Corrigin",79,40,52,21,38,22,36,53,3,0,501,849,
"Cosmo Newbery",3,4,0,3,3,0,0,0,0,0,48,58,
"Cossack (WA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Cottesloe",755,1649,184,245,324,244,39,106,53,19,3755,7370,
"Courtenay",11,0,0,0,0,0,0,3,0,0,25,48,
"Cowalellup",8,0,0,0,0,0,0,0,0,0,9,26,
"Cowalla",4,0,5,0,0,0,0,4,0,0,21,45,
"Cowaramup",173,134,167,71,92,80,49,118,8,7,1006,1902,
"Cowcowing",3,0,0,0,6,0,0,0,0,0,11,20,
"Coyrecup",11,3,4,0,3,0,0,0,0,0,14,37,
"Craigie (WA)",231,569,659,338,391,238,195,284,33,22,2895,5852,
"Cramphorne",23,0,0,0,0,0,0,5,0,0,27,59,
"Cranbrook (WA)",110,12,18,17,12,13,18,26,0,0,265,499,
"Crawley",112,446,72,259,88,155,33,130,10,8,2782,4095,
"Crooked Brook",27,21,19,9,9,5,0,5,0,0,98,200,
"Crossman",10,8,17,5,14,8,16,4,0,5,117,203,
"Crowea",18,5,6,9,0,3,4,11,0,0,68,121,
"Cuballing",45,27,39,16,20,15,22,23,5,0,249,452,
"Cubbine",12,0,0,0,0,0,4,0,0,0,17,23,
"Cue",16,10,4,0,8,5,6,13,0,0,112,174,
"Culham",9,0,0,5,3,0,0,0,4,0,20,30,
"Cullacabardee",0,0,0,0,0,0,0,0,0,0,35,42,
"Cullalla",4,0,0,0,0,0,0,4,0,0,12,29,
"Cundeelee",8,7,14,0,0,0,33,4,0,0,11,81,
"Cunderdin",86,46,70,32,37,32,32,46,0,0,495,870,
"Cundinup",16,0,6,0,0,0,0,5,0,0,24,49,
"Cunjardine",7,0,0,3,0,0,0,0,0,0,7,24,
"Currambine",424,797,631,424,573,399,152,280,52,12,3175,6909,
"Cuthbert",11,12,18,13,6,7,5,4,0,0,79,157,
"Daadenning Creek",11,0,0,0,0,0,0,0,0,0,13,29,
"Daggar Hills",0,0,0,0,0,0,0,0,0,0,0,0,
"Daglish",106,311,54,66,63,46,12,34,5,0,714,1423,
"Dale",33,8,21,6,6,4,15,11,0,0,110,213,
"Daliak",0,0,5,0,0,3,0,0,0,0,40,63,
"Dalkeith",380,856,49,109,225,145,19,41,19,14,2381,4241,
"Dalwallinu",104,35,76,28,54,36,31,52,4,0,370,783,
"Dalyellup",376,814,745,490,482,430,366,449,46,17,4776,8995,
"Dalyup",36,6,0,3,4,0,4,21,0,0,100,171,
"Dampier",65,94,130,44,89,23,79,48,9,0,526,1106,
"Dampier Archipelago",0,0,0,0,0,0,0,0,0,0,0,0,
"Dampier Peninsula",33,67,20,63,27,17,15,23,6,8,832,1110,
"Dandanning",7,0,0,0,0,0,0,0,0,0,4,13,
"Dandaragan",72,15,19,3,23,4,19,26,0,4,153,341,
"Dangin",6,0,3,0,0,0,0,5,0,0,32,45,
"Darch",434,681,536,324,537,409,188,303,30,20,3628,7088,
"Dardadine",5,0,0,0,0,0,0,0,0,0,9,20,
"Dardanup",28,38,42,18,34,16,33,26,7,4,263,502,
"Dardanup West",50,57,66,40,44,34,42,28,3,0,318,678,
"Darkan",77,14,24,12,17,5,18,23,0,3,202,400,
"Darling Downs",61,79,127,54,100,58,48,43,8,0,608,1200,
"Darlington (WA)",283,604,199,162,197,129,47,83,18,6,1926,3654,
"Darradup",4,7,0,3,0,4,0,0,0,0,19,36,
"Dartmoor (WA)",0,0,0,0,0,0,0,0,0,0,0,8,
"Dartnall",12,0,0,0,3,0,0,3,0,0,12,36,
"Datatine",10,0,0,0,0,4,0,0,0,0,8,25,
