Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"Warburn",0,0,0,0,8,31,0,16,0,10,23,93,
"Wardell",9,4,38,54,130,186,3,78,21,153,155,832,
"Wardrop Valley",0,0,3,7,14,25,0,7,4,17,13,90,
"Wards Mistake",0,0,0,0,6,9,0,0,0,0,10,20,
"Wards River",0,0,7,10,22,53,0,30,0,20,28,179,
"Wareemba",78,34,258,125,138,305,0,136,79,100,292,1546,
"Warialda",9,11,72,73,223,446,0,217,31,222,284,1587,
"Warialda Rail",0,0,5,0,10,30,0,19,4,9,29,116,
"Warilla",40,26,230,310,964,1768,9,870,209,916,1108,6451,
"Warkworth",0,0,0,0,6,15,0,0,0,18,8,45,
"Warners Bay",183,109,824,594,1268,1840,8,661,239,535,1354,7614,
"Warnervale",7,6,25,38,148,176,4,59,13,30,138,638,
"Warrabah",0,0,0,0,0,0,0,0,0,0,0,3,
"Warraderry",0,0,6,12,9,26,0,9,4,7,21,93,
"Warragai Creek",0,0,7,0,17,22,0,15,0,9,18,100,
"Warragamba",7,4,42,66,234,368,0,135,38,90,245,1241,
"Warragoon",4,0,7,10,21,39,0,8,4,16,18,117,
"Warrah",0,0,3,0,3,16,0,4,0,10,13,48,
"Warrah Creek",0,0,7,4,10,16,0,4,0,26,15,90,
"Warrah Ridge",0,3,9,5,11,26,0,7,0,13,21,98,
"Warral",4,4,38,29,64,97,0,38,12,34,57,373,
"Warranulla",0,0,10,4,0,9,0,3,0,3,3,34,
"Warrawee",358,90,756,218,126,581,0,82,80,133,564,2998,
"Warrawidgee",0,0,8,0,11,19,0,3,3,15,29,90,
"Warrawong",47,16,169,200,556,1288,3,778,240,525,931,4749,
"Warrazambil Creek",0,0,3,0,4,4,0,3,0,6,0,21,
"Warregah Island",0,0,4,3,0,8,0,0,0,0,3,23,
"Warrell Creek",3,0,13,24,57,50,0,37,8,15,47,254,
"Warren",8,11,82,67,167,393,0,157,41,181,284,1391,
"Warri",8,3,19,8,21,7,0,3,7,4,25,106,
"Warriewood",317,120,1063,752,879,1586,5,261,233,574,1710,7499,
"Warrimoo",126,74,404,180,352,532,0,101,62,108,507,2450,
"Warroo (NSW)",0,0,21,5,11,30,0,12,6,9,31,126,
"Warrumbungle",0,0,0,0,0,0,0,0,0,0,6,4,
"Warwick Farm",186,33,558,371,513,1475,5,483,236,928,1078,5883,
"Washpool (Clarence Valley - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,
"Washpool (Mid-Coast - NSW)",0,0,0,3,5,11,0,5,0,4,11,34,
"Watagan",7,6,21,10,21,30,0,3,5,10,14,122,
"Watanobbi",31,18,206,231,642,1136,8,324,103,310,854,3860,
"Waterfall",14,6,60,46,91,98,0,26,18,23,110,493,
"Waterloo (NSW)",1382,264,3417,1079,950,3512,7,559,417,2028,1001,14621,
"Watersleigh",0,0,6,6,0,0,0,0,0,0,0,27,
"Waterview",0,0,7,6,12,19,0,16,3,9,7,78,
"Waterview Heights",13,17,81,84,253,354,0,141,39,101,243,1322,
"Watsons Bay",73,12,208,55,50,174,0,29,13,83,150,847,
"Watsons Creek (NSW)",3,0,4,3,14,20,0,14,0,30,13,117,
"Wattamolla",0,0,17,13,3,7,0,0,0,11,7,60,
"Wattamondara",0,0,18,10,46,57,0,18,3,13,39,210,
"Wattle Flat (NSW)",0,3,10,20,46,72,0,23,12,37,28,255,
"Wattle Grove (NSW)",355,113,1183,773,1139,2292,0,370,263,332,2129,8959,
"Wattle Ponds",18,18,99,75,228,245,0,70,27,39,307,1126,
"Wattle Ridge (NSW)",0,0,0,0,0,4,0,0,0,0,0,3,
"Wattle Springs",0,0,8,0,11,15,0,9,0,14,12,70,
"Watton",0,0,9,10,9,14,0,0,0,7,20,83,
"Wauchope",32,40,278,337,1102,1602,9,688,159,784,1277,6312,
"Waugorah",0,0,0,3,0,0,0,3,0,0,0,11,
"Waukivory",0,0,9,13,12,40,0,14,3,0,3,98,
"Waverley (NSW)",370,88,1028,267,249,804,0,129,113,624,682,4346,
"Waverly",0,0,5,4,6,15,0,0,0,6,10,51,
"Waverton",479,85,973,248,124,440,0,39,73,211,355,3026,
"Way Way",12,5,21,21,48,54,0,5,11,27,43,242,
"Wayo",0,0,13,11,18,34,0,11,9,13,13,122,
"Weabonga",0,0,0,3,4,10,0,16,0,3,7,49,
"Wean",0,0,4,0,5,6,0,0,0,0,3,23,
"Webbers Creek",0,0,0,3,3,3,0,0,0,0,4,29,
"Webbs Creek",0,0,4,5,10,7,0,0,0,5,5,48,
"Wedderburn (NSW)",21,8,44,56,104,169,0,26,24,49,132,631,
"Wee Jasper",0,10,15,12,10,27,0,13,5,11,11,101,
"Wee Waa",6,12,108,79,227,568,0,199,47,345,485,2079,
"Weedallion",0,0,0,3,0,4,0,0,0,0,0,16,
"Weemelah",0,3,8,6,14,23,0,9,0,10,10,74,
"Weetaliba",0,0,5,0,7,13,0,4,0,16,3,46,
"Weethalle",0,0,6,5,35,93,0,42,10,18,41,254,
"Weilmoringle",0,0,0,0,7,12,9,15,0,4,22,73,
"Weismantels",0,0,5,5,9,4,0,0,0,7,8,29,
"Welaregang",0,0,3,3,7,14,0,0,0,4,0,39,
"Welby",15,7,35,45,133,174,0,89,19,97,148,760,
"Wellingrove",3,0,5,9,22,10,0,7,4,24,12,95,
"Wellington (NSW)",19,24,140,172,576,1109,14,531,75,633,789,4078,
"Wellington Vale",0,0,0,4,0,14,0,0,3,0,8,42,
"Wells Crossing",0,3,3,9,31,44,0,25,0,23,27,165,
"Wendoree Park",8,0,12,12,19,26,0,3,5,18,36,132,
"Wentworth (NSW)",7,4,71,59,203,405,3,230,38,231,186,1437,
"Wentworth Falls",391,175,935,580,749,1277,6,280,220,472,1001,6077,
"Wentworth Point",847,134,1710,615,496,1258,0,93,171,796,876,6996,
"Wentworthville",1176,162,2063,768,807,2481,4,605,357,678,2213,11318,
"Werai",4,0,19,7,10,24,0,0,3,14,8,87,
"Wereboldera",0,0,0,0,0,3,0,0,0,0,0,3,
"Wermatong",0,0,0,7,8,8,0,0,4,12,8,40,
"Werombi",16,3,59,63,198,208,0,62,32,75,198,927,
"Werri Beach",15,21,94,52,82,109,0,19,17,51,99,560,
"Werrikimbe",0,0,0,0,0,0,0,0,0,0,0,0,
"Werrington",143,41,320,255,557,1167,11,290,104,307,834,4027,
"Werrington County",48,13,181,224,664,1183,3,288,118,194,724,3646,
"Werrington Downs",59,22,211,211,603,993,3,216,96,129,708,3249,
"Werris Creek",8,3,42,50,190,444,4,274,42,249,262,1572,
"West Albury",96,81,378,267,523,987,9,269,106,523,603,3853,
"West Ballina",33,16,186,216,478,844,10,341,113,377,417,3022,
"West Bathurst",75,46,285,220,597,956,3,273,118,304,800,3671,
"West Bungawalbin",0,0,0,6,7,10,0,9,0,13,20,63,
"West Coraki",0,0,6,7,22,28,0,13,0,30,21,123,
"West Gosford",37,13,135,86,200,382,0,152,51,126,157,1337,
"West Haven",11,8,70,71,209,277,3,110,44,190,112,1106,
"West Hoxton",205,65,1033,758,1157,2866,7,570,373,487,2494,10007,
"West Kempsey",27,23,166,157,696,1187,8,639,119,839,1063,4924,
"West Nowra",13,12,74,99,277,366,0,110,21,125,300,1410,
"West Pennant Hills",1513,364,3664,1394,1118,3570,3,604,565,560,3024,16377,
"West Pymble",498,151,1227,402,253,968,3,177,150,189,1277,5299,
"West Ryde",1326,237,2974,1084,1045,2777,4,544,491,708,2219,13397,
"West Tamworth",33,32,215,208,667,1396,17,686,133,725,1092,5202,
"West Wallsend",27,21,131,139,462,584,5,229,60,130,453,2240,
"West Wiangaree",0,0,13,8,24,36,0,4,5,8,22,112,
"West Wollongong",227,93,709,373,662,1081,3,314,142,269,948,4829,
"West Wyalong",25,27,195,126,444,822,6,319,58,484,632,3143,
"Westbrook (NSW)",5,0,7,8,34,41,0,16,4,12,24,146,
"Westdale (Snowy Valleys - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,
"Westdale (Tamworth Regional - NSW)",13,9,148,128,454,700,3,170,76,250,797,2759,
"Westleigh",400,133,928,394,326,928,0,145,159,155,884,4457,
"Westmead",2555,240,3733,823,584,2274,3,537,454,1471,3642,16311,
"Weston (NSW)",13,13,88,143,672,1026,11,518,76,308,835,3692,
"Westwood (NSW)",0,0,0,0,0,0,0,0,0,0,7,9,
"Wetherill Park",103,46,526,425,718,1816,0,685,340,371,1088,6126,
"Wetuppa",0,0,0,0,0,0,0,3,0,0,0,3,
"Whalan",55,18,211,213,579,1814,6,745,190,719,1421,5975,
"Whale Beach",21,5,57,37,12,54,0,3,6,19,32,255,
"Wheeler Heights",80,46,402,251,398,683,0,117,97,169,741,2989,
"Wheeny Creek",0,0,0,6,5,4,0,0,0,3,0,18,
"Wheeo",0,0,6,3,10,23,0,16,4,0,15,74,
"Wherrol Flat",6,6,23,23,53,83,0,29,11,32,53,316,
"Whian Whian",4,3,26,6,26,16,0,10,0,17,24,140,
"Whiporie",0,0,5,4,12,30,0,11,0,4,7,74,
"White Cliffs",0,0,7,7,19,44,0,21,0,13,36,149,
"White Rock (NSW)",26,13,75,53,119,166,0,40,22,51,237,795,
"Whitebridge",77,44,321,217,436,595,0,189,79,147,505,2606,
"Whiteman Creek",4,0,13,9,25,39,0,22,4,29,26,164,
"Whitlow",3,0,0,7,6,14,0,3,0,3,5,45,
"Whittingham",4,0,19,22,65,102,0,43,10,32,62,366,
"Whitton",0,4,15,17,60,146,0,77,12,71,99,492,
"Whoota",3,0,14,6,9,6,0,3,7,4,6,66,
"Wiagdon",3,0,0,3,4,4,0,0,0,4,9,31,
"Wiangaree",0,0,4,6,12,45,0,15,8,3,35,131,
"Wiarborough",0,0,0,0,5,6,0,0,0,3,0,18,
"Wickham (NSW)",61,28,204,104,156,249,0,51,18,97,101,1078,
"Widden",0,0,5,9,23,18,0,7,0,0,6,69,
"Widgelli",0,0,4,5,9,28,0,3,0,8,18,67,
"Wilberforce (NSW)",50,34,211,236,572,772,0,243,92,196,599,3005,
"Wilbetree",0,0,0,3,0,0,0,0,0,6,8,26,
"Wilcannia",3,5,27,33,58,152,0,123,16,160,160,742,
"Wild Cattle Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Wildes Meadow",17,5,41,26,25,56,0,6,10,29,34,256,
"Wiley Park",634,84,1310,654,563,2517,8,694,413,782,2457,10130,
"Willala",0,0,5,3,8,13,0,5,0,5,13,58,
"Willawarrin",6,0,9,5,36,39,0,28,3,28,36,189,
"Willbriggie",0,0,3,3,22,34,0,7,4,17,36,136,
"Willi Willi",0,0,0,3,3,14,0,4,0,3,5,31,
"Williamsdale",0,0,3,3,7,13,0,3,4,5,9,59,
"Williamtown",7,5,71,42,171,225,0,88,16,203,59,887,
"Willigobung",0,0,4,0,6,16,0,6,7,0,6,50,
"Willina",0,0,3,0,8,13,0,7,0,7,8,60,
"Willmot",13,0,51,90,213,727,5,321,52,328,621,2437,
"Willoughby (NSW)",584,174,1456,502,354,1127,3,271,210,321,1533,6540,
"Willoughby East",165,44,429,142,95,293,0,69,32,52,503,1823,
"Willow Tree",0,0,11,11,37,83,0,54,6,51,55,309,
"Willow Vale (Kiama - NSW)",0,4,13,6,11,13,0,11,6,13,14,77,
"Willow Vale (Wingecarribee - NSW)",21,7,65,49,125,182,0,48,25,58,131,718,
"Willurah",0,0,0,0,0,0,0,0,0,0,0,0,
"Wilpinjong",0,0,0,0,0,0,0,0,0,0,0,0,
"Wilsons Creek",20,4,60,35,55,83,0,12,11,100,81,451,
"Wilton (NSW)",73,48,284,281,597,662,0,130,71,117,832,3085,
"Wimbledon",0,0,10,5,19,26,0,4,5,19,13,106,
"Wimborne",0,0,3,0,5,4,0,5,0,0,3,21,
"Winburndale",0,0,0,0,0,0,0,0,0,0,0,0,
"Windale",3,4,49,92,368,921,10,637,99,435,735,3359,
"Windang",35,20,138,157,462,736,5,390,78,299,325,2658,
"Windella",28,14,61,65,140,182,0,37,10,29,159,738,
"Windellama",3,3,24,21,62,85,0,35,9,53,55,355,
"Windera (NSW)",12,3,50,28,33,49,0,17,0,13,90,298,
"Windermere (NSW)",0,0,10,3,4,11,0,3,3,4,16,62,
"Windermere Park",9,10,41,47,133,164,0,70,20,43,154,693,
"Windeyer (NSW)",0,4,4,17,35,50,0,20,8,29,11,177,
"Windowie",0,0,0,0,5,4,0,9,0,0,3,25,
"Windradyne",45,43,265,180,454,806,7,200,79,212,648,2940,
"Windsor (NSW)",50,15,165,124,301,526,0,185,67,156,310,1895,
"Windsor Downs",31,9,99,88,231,338,0,95,37,80,167,1183,
"Windy",0,0,0,0,0,0,0,0,0,0,0,0,
"Winegrove",0,0,0,0,11,5,0,3,0,7,4,37,
"Wingadee",0,0,4,5,0,0,0,0,0,0,6,15,
"Wingello",11,9,45,37,110,138,0,44,17,48,102,574,
"Wingen",0,0,17,16,58,61,0,22,8,63,83,325,
"Wingham",41,44,266,272,900,1487,10,704,152,556,944,5374,
"Winifred",0,0,5,0,4,3,0,3,0,5,3,33,
"Winmalee",251,134,721,639,966,1434,0,293,186,258,1324,6205,
"Winston Hills",537,200,1786,1034,1361,2778,9,578,414,462,2515,11672,
"Winton (NSW)",5,0,17,18,28,45,0,20,10,33,47,225,
"Wirlinga",4,4,26,18,9,16,0,3,7,7,36,124,
"Wirraba",0,0,0,0,0,0,0,0,0,0,0,0,
"Wirragulla",6,0,5,0,0,0,0,0,0,10,0,29,
"Wirrimah",0,0,4,6,12,15,0,6,0,16,3,68,
"Wirrimbi",0,0,6,9,18,14,0,5,4,11,16,82,
"Wirrinya",0,0,8,0,8,27,0,11,0,7,21,89,
"Wisemans Creek",0,0,7,9,22,34,0,8,4,13,17,113,
"Wisemans Ferry",0,0,21,19,47,46,0,24,13,24,33,223,
"Wittitrin",0,0,13,0,17,23,0,10,3,12,15,86,
"Wog Wog (Bega Valley - NSW)",0,0,0,0,0,0,0,0,0,0,0,0,
"Wog Wog (Queanbeyan-Palerang Regional - NSW)",0,0,0,3,8,0,0,0,0,10,0,18,
"Woko",0,0,0,0,0,3,0,0,0,4,0,7,
"Wolgan Valley",0,4,10,20,11,12,0,0,0,3,7,70,
"Wollangambe",0,0,0,0,0,0,0,0,0,0,0,0,
"Wollar",0,0,5,4,7,17,0,5,0,22,10,71,
"Wollemi",0,0,0,0,0,0,0,0,0,0,0,0,
"Wolli Creek",924,105,1851,530,324,1345,0,95,150,575,491,6395,
"Wollogorang",0,0,10,10,15,18,0,5,0,7,8,62,
"Wollombi",5,11,26,19,23,39,0,4,7,34,23,188,
"Wollomombi",9,0,11,8,11,20,0,10,3,12,28,109,
"Wollongbar",71,49,308,235,489,677,6,180,97,159,570,2830,
"Wollongong",1311,355,3163,1352,2032,4642,22,1102,649,2150,1659,18441,
"Wollstonecraft",1238,294,2599,720,371,1122,0,111,220,535,1104,8323,
"Wollumboola",0,0,5,5,7,9,0,0,0,4,4,28,
"Wollun",0,0,3,9,8,10,0,0,3,4,23,66,
"Wolumla",11,17,34,46,139,164,0,55,29,69,126,699,
"Wombarra",77,22,145,88,128,175,3,28,17,33,160,868,
"Wombat",0,6,24,13,30,59,0,19,5,19,53,230,
"Wombat Creek (NSW)",0,0,0,0,5,0,0,0,0,0,0,5,
"Wombeyan Caves",0,0,4,3,12,11,0,0,0,11,5,53,
"Womboota",5,0,9,8,6,35,0,7,0,21,14,107,
"Womerah",0,0,0,0,0,0,0,0,0,0,0,0,
"Wonboyn",4,0,4,5,13,34,0,6,0,17,14,106,
"Wonboyn North",0,0,0,0,0,0,0,0,0,0,0,0,
"Wondabyne",0,0,0,0,6,0,0,0,0,0,5,6,
"Wondalga",0,0,16,7,15,26,0,3,0,11,15,101,
"Wongarbon",3,13,65,40,146,153,0,56,19,63,206,766,
"Wongawilli",3,4,11,17,27,31,0,7,3,11,29,140,
"Wongo Creek",0,0,0,0,6,10,0,0,0,0,5,25,
"Wongwibinda",0,0,12,8,5,16,0,4,3,3,12,62,
"Woodberry",7,9,77,105,447,931,5,437,63,272,631,2989,
"Woodbine (NSW)",63,23,196,203,388,778,7,184,97,224,584,2738,
"Woodburn (Richmond Valley - NSW)",3,3,27,25,127,188,0,96,21,98,142,737,
"Woodburn (Shoalhaven - NSW)",0,3,8,4,6,6,0,3,8,0,12,52,
"Woodcroft (NSW)",407,75,1480,487,524,1641,5,223,180,216,1204,6439,
"Woodenbong",0,5,19,25,65,104,0,50,10,40,55,379,
"Woodford (NSW)",126,63,261,176,301,430,0,79,62,100,349,1935,
"Woodford Island",0,3,8,11,45,77,0,24,5,22,39,245,
"Woodhill (NSW)",7,0,8,10,5,15,0,8,0,15,4,70,
"Woodhouselee",0,0,0,0,0,9,0,4,0,3,0,19,
"Woodlands (Eurobodalla - NSW)",0,0,3,3,16,21,0,5,3,9,10,72,
"Woodlands (Wingecarribee - NSW)",7,5,30,33,52,51,0,11,10,24,36,265,
"Woodlawn",0,0,5,5,5,8,0,0,4,3,11,42,
"Woodpark",33,17,133,87,174,429,0,123,58,77,388,1524,
"Woodrising",7,12,65,68,222,386,0,92,39,54,237,1167,
"Woodside (NSW)",0,0,6,3,3,11,0,4,0,0,10,43,
"Woodsreef",0,0,4,10,5,20,0,5,0,14,12,72,
"Woodstock (Cowra - NSW)",3,3,51,50,110,181,0,115,15,79,102,698,
"Woodstock (Inverell - NSW)",0,0,6,0,3,9,0,4,0,6,7,31,
"Woodstock (Shoalhaven - NSW)",5,0,23,14,40,49,0,21,7,35,49,252,
"Woodview",0,5,5,14,35,29,0,13,11,3,27,141,
"Woodville (NSW)",14,4,41,22,85,88,0,46,14,30,77,431,
"Woody Head",0,0,0,0,0,0,0,0,0,0,0,3,
"Woolbrook",3,0,13,9,15,51,0,22,0,24,45,184,
"Woolgarlo",0,0,0,5,0,7,0,3,0,4,0,27,
"Woolgoolga",55,60,423,370,680,1525,0,524,199,636,822,5289,
"Wooli",7,8,26,28,75,117,0,53,15,47,49,417,
"Woollahra",864,182,2220,486,273,1176,0,136,175,800,1092,7407,
"Woollamia",16,17,48,56,137,118,0,47,19,32,79,560,
"Woolloomooloo",410,79,1012,333,297,776,3,154,110,616,221,4007,
"Woolners Arm",0,0,0,0,0,3,0,0,0,0,0,7,
"Woolomin",0,0,21,15,52,62,0,29,4,37,62,276,
"Woolooma",0,0,7,0,4,14,0,4,0,6,3,44,
"Woolooware",128,52,532,443,606,887,0,155,134,233,787,3963,
"Wooloweyah",16,11,63,40,80,79,0,15,8,44,55,404,
"Woolwich",104,22,217,60,54,146,0,19,32,62,109,816,
"Woomargama",6,0,17,12,40,28,0,16,5,12,23,157,
"Woombah",6,0,57,56,160,227,3,98,26,115,91,843,
"Woongarrah",71,44,337,413,859,1332,3,357,132,304,1383,5226,
"Woonona",472,236,1361,1020,1865,2685,7,944,374,805,2416,12181,
"Wootton",6,6,3,19,45,40,0,16,13,22,21,200,
"Wooyung",0,0,16,11,24,34,0,3,0,21,6,113,
"Worlds End (NSW)",0,0,0,0,3,0,0,0,0,0,0,3,
"Woronora",82,43,298,225,344,455,0,102,76,151,414,2199,
"Woronora Dam",0,0,0,0,0,0,0,0,0,3,0,4,
"Woronora Heights",82,70,364,303,468,791,0,92,104,66,516,2859,
"Worrigee",52,45,272,397,958,1211,5,351,126,386,1267,5068,
"Worrowing Heights",5,0,24,46,70,138,0,112,37,62,14,501,
"Woy Woy",229,101,758,687,1622,2968,15,1163,346,1139,1604,10641,
"Woy Woy Bay",7,11,62,49,78,103,0,20,10,27,56,416,
"Wrathall",0,0,0,0,5,4,0,0,0,0,0,21,
"Wrights Beach",4,6,9,8,22,32,0,13,4,10,17,134,
"Wrights Creek (NSW)",0,0,0,0,0,3,0,0,0,13,11,26,
"Wuuluman",0,0,7,9,11,25,0,6,3,690,13,781,
"Wyalong",0,9,25,39,107,179,0,74,10,82,129,655,
"Wyan",0,0,0,0,8,13,0,4,0,6,5,41,
"Wyanbene",0,0,0,3,6,14,0,0,0,7,0,27,
"Wyangala",5,0,11,11,36,57,0,28,4,23,12,177,
"Wyangle",0,3,5,4,5,12,0,5,0,5,10,43,
"Wybong",0,0,6,5,26,25,0,14,3,9,36,126,
"Wybung",0,0,0,0,0,0,0,0,0,0,0,0,
"Wyee",20,15,110,150,442,654,0,346,63,195,411,2408,
"Wyee Point",13,10,72,88,233,322,0,80,25,57,228,1129,
"Wylie Creek",0,0,0,0,4,13,0,0,0,0,0,18,
"Wylies Flat",0,0,0,5,8,18,0,4,6,11,6,56,
"Wymah",0,0,4,0,3,8,0,0,5,5,8,39,
"Wyndham (NSW)",5,4,31,20,65,88,0,36,14,58,56,384,
"Wyneden",0,0,8,4,9,12,0,7,0,0,8,47,
"Wyoming",186,98,840,797,1544,2695,17,785,289,1054,1837,10137,
"Wyong",50,41,250,279,663,1181,8,515,133,519,703,4324,
"Wyong Creek",16,10,48,30,74,101,0,26,16,47,69,437,
"Wyongah",17,14,106,132,390,569,0,148,67,147,437,2020,
"Wyrallah",13,8,48,38,81,97,0,27,10,26,93,442,
"Yabbra",0,0,0,0,0,3,0,0,0,3,0,5,
"Yadboro",0,0,3,0,0,0,0,0,0,0,6,10,
"Yagon",0,0,0,0,0,0,0,0,0,0,0,0,
"Yagoona",405,95,1597,1099,1664,5396,11,1651,790,1334,3985,18016,
"Yalbraith",0,0,0,0,4,0,0,0,0,0,6,18,
"Yallah",0,0,10,8,33,29,0,11,6,11,28,136,
"Yallaroi",0,0,3,14,16,37,0,3,5,13,27,113,
"Yalwal",0,0,0,0,0,0,0,0,0,0,0,0,
"Yamba (NSW)",95,75,496,435,1018,1681,7,580,210,703,775,6075,
"Yambulla",0,0,0,0,0,0,0,0,0,0,0,0,
"Yanco",3,0,23,25,117,290,3,166,16,87,252,981,
"Yanderra",7,3,29,28,144,182,0,42,13,52,142,662,
"Yanga",0,0,3,0,7,4,0,0,0,11,9,31,
"Yankees Creek",0,0,0,0,0,0,0,0,0,0,0,0,
"Yannergee",0,0,3,0,9,4,0,0,0,5,3,27,
"Yantabulla",0,0,0,0,0,5,0,0,0,13,4,33,
"Yaouk",0,0,0,4,0,0,0,3,0,0,0,20,
"Yarara",0,0,0,0,8,11,0,0,0,0,5,21,
"Yarra",5,0,21,14,25,33,0,26,7,20,25,176,
"Yarrabandai",0,0,3,0,9,15,0,0,0,4,3,37,
"Yarrabin",0,4,5,4,12,24,0,12,0,6,13,85,
"Yarragal",0,0,6,0,0,5,0,0,0,0,5,17,
"Yarragrin",0,0,5,0,5,9,0,5,0,3,4,32,
"Yarragundry",4,0,6,3,20,19,0,8,4,0,8,70,
"Yarrahapinni",0,0,18,11,31,43,0,29,8,29,25,193,
"Yarramalong",14,4,33,44,58,59,0,22,12,22,67,341,
"Yarraman (NSW)",0,0,0,5,0,4,0,0,0,0,0,17,
"Yarramundi",21,13,72,73,188,190,4,42,14,32,182,838,
"Yarranbella",0,0,13,14,24,49,0,23,5,14,43,189,
"Yarrangobilly",0,0,0,0,0,0,0,0,0,4,0,4,
"Yarras (Bathurst Regional - NSW)",0,0,0,0,0,3,0,0,0,4,0,12,
"Yarras (Port Macquarie-Hastings - NSW)",0,0,0,0,15,12,0,7,0,7,11,64,
"Yarratt Forest",0,0,0,0,0,0,0,0,0,0,0,0,
"Yarravel",4,9,53,68,211,301,0,148,32,93,193,1110,
"Yarrawa",0,0,5,3,19,25,0,10,5,12,23,95,
"Yarrawarrah",109,54,357,267,449,678,0,101,95,79,543,2735,
"Yarrawonga (NSW)",0,0,21,13,84,112,0,51,4,61,79,419,
"Yarrawonga Park",4,9,24,35,78,92,0,33,15,36,64,384,
"Yarrie Lake",0,0,4,6,5,23,0,7,0,7,14,67,
"Yarrow",0,0,0,0,3,0,0,0,0,0,4,8,
"Yarrowford",0,0,12,3,10,18,0,13,4,4,5,66,
"Yarrowitch",0,3,10,11,16,30,0,28,0,34,22,168,
"Yarrowyck",4,0,12,17,17,25,0,14,0,15,24,127,
"Yass",143,98,609,418,953,1632,3,447,172,711,1321,6502,
"Yass River",32,8,49,24,50,54,0,13,9,30,70,350,
"Yathella",3,0,25,9,17,18,0,4,4,4,49,140,
"Yattalunga (NSW)",11,10,67,44,104,122,0,28,10,31,122,549,
"Yatte Yattah",0,5,15,13,38,38,0,13,0,27,24,184,
"Yaven Creek",0,0,7,9,3,15,0,9,0,0,19,61,
"Yelgun",4,0,9,5,25,31,0,8,3,5,15,106,
"Yellow Dam",0,0,0,0,0,7,0,4,0,0,0,11,
"Yellow Pinch",0,0,0,3,9,16,0,0,0,4,4,47,
"Yellow Rock (Blue Mountains - NSW)",25,10,99,101,211,253,0,59,33,37,213,1035,
"Yellow Rock (Shellharbour - NSW)",6,0,13,17,44,57,0,16,7,13,24,202,
"Yenda (NSW)",3,8,83,70,242,441,0,157,42,159,326,1535,
"Yengo National Park",0,0,0,0,0,0,0,0,0,0,0,0,
"Yennora",22,8,84,67,115,506,0,211,110,219,281,1619,
"Yeoval",4,0,11,19,53,121,0,81,11,45,75,426,
"Yerong Creek",4,0,16,21,42,91,0,32,4,52,89,354,
"Yerranderie",0,0,0,0,0,0,0,0,0,0,0,6,
"Yerrinbool",9,15,54,86,233,297,3,97,35,64,261,1160,
"Yerriyong",6,0,5,7,8,0,0,0,0,0,3,28,
"Yessabah",0,0,4,14,23,22,0,10,6,16,13,108,
"Yetholme",6,3,16,17,40,64,0,12,3,23,57,237,
"Yetman",0,0,10,5,25,64,0,16,4,26,47,208,
"Yippin Creek",0,0,10,7,48,47,0,22,7,17,30,199,
"Yoogali",11,9,58,50,205,347,0,102,42,183,229,1226,
"Yorklea",5,3,26,17,67,108,5,40,10,55,79,408,
"Young",83,81,598,535,1584,2762,13,1106,272,1069,2203,10294,
"Yowie Bay",122,49,488,295,393,749,0,149,120,153,562,3074,
"Yowrie",4,0,15,3,31,25,0,9,7,8,18,113,
"Yullundry",0,0,0,0,0,0,0,0,0,0,7,19,
"Yuraygir",0,0,0,0,0,0,0,0,0,0,0,0,
"Zara",0,0,3,3,14,18,0,0,5,11,9,75,
"Zetland",1328,165,2490,735,541,2641,0,148,215,996,829,10072,
"No usual address (NSW)",369,118,1250,662,1412,2946,15,824,332,3611,741,12288,
"Migratory - Offshore - Shipping (NSW)",9,0,33,29,59,121,0,43,16,77,39,419,
"Abbeyard",0,0,0,0,0,0,0,0,0,0,0,0,
"Abbotsford (Vic.)",929,316,2460,660,493,1445,0,250,189,802,650,8184,
"Aberfeldie",206,113,723,297,379,965,0,180,97,207,734,3897,
"Aberfeldy",0,0,0,0,0,0,0,0,0,0,0,0,
"Acheron",3,3,22,12,15,41,0,12,0,18,25,169,
"Ada",0,0,0,0,0,0,0,0,0,0,0,0,
"Adams Estate",0,0,0,3,9,13,0,10,0,10,15,62,
"Addington",0,0,0,4,8,23,0,14,0,0,12,66,
"Adelaide Lead",0,0,4,3,18,26,0,11,0,4,18,82,
"Agnes",0,0,0,7,11,25,0,6,0,0,4,55,
"Aire Valley",0,0,0,0,0,0,0,0,0,0,0,0,
"Aireys Inlet",41,21,145,91,110,154,0,30,26,70,127,805,
"Airly",0,0,11,9,24,38,0,11,3,12,25,143,
"Airport West",217,118,873,615,1013,1858,0,788,259,656,1178,7562,
"Albacutya",0,0,0,0,0,0,0,0,0,0,0,0,
"Albanvale",55,36,371,311,561,1736,3,603,237,540,1035,5494,
